Brand;Standing screen display size;Processor Brand;Processor Speed;RAM Size;Hard Drive Size;Hard Disk Description;Graphics Chipset Brand;Operating System;Item Weight;Price
?HP;13.5;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3030.57
?HP;15.6;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3030.57
?HP;14;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3030.57
?HP;15.6;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.61;3484.4
?HP;13.5;?Intel;?8;8;?256;SSD;Nvidia;?Windows10;1.61;3484.4
?HP;14;?Intel;?8;8;?256;SSD;Nvidia;?Windows10;1.47;3484.4
?HP;13;?Intel;?8;8;?256;SSD;Nvidia;?Windows10;1.47;3484.4
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2513.05
?HP;15.6;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2513.05
?HP;13.5;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2513.05
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2513.05
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2513.05
?HP;13;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3035.57
?HP;13.5;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3040.57
?HP;15.6;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3045.57
?HP;14;?Intel;?1;?8;?256;SSD;Nvidia;?Windows10;1.61;3050.77
?HP;15.6;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.61;3480
?HP;13.5;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.61;3485.2
?HP;14;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.47;3490.1
?HP;13;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.47;3495.4
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2525.05
?HP;15.6;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2530.55
?HP;13.5;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2510.05
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2518.65
?HP;15.6;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3315
?HP;14;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3315
?HP;13.5;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3315
?HP;15.6;?Intel;2;?16;?256;?SSD;Intel;Windows10Home;1.91;3315
?HP;14;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2856.38
?HP;15.6;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2856.38
?HP;13.5;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2856.38
?HP;17.3;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;15.6;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;14;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;13.5;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;13.5;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4234.96
?HP;15.6;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2535.55
?HP;13.5;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2520.05
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2528.65
?HP;15.6;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3325
?HP;14;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3330
?HP;13.5;?Intel;1;?16;?256;?SSD;Intel;Windows10Home;1.91;3335
?HP;15.6;?Intel;2;?16;?256;?SSD;Intel;Windows10Home;1.91;3320
?HP;14;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2860.38
?HP;15.6;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2865.48
?HP;13.5;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.61;2870.84
?HP;17.3;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4275.86
?HP;15.6;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4255.86
?HP;14;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4266.86
?HP;13.5;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4244.96
?HP;14;?Intel;?1;?16;?512;?SSD;?Intel;?Windows12;1.59;4256.86
?HP;15.6;?Intel;?1;?16;?512;?SSD;?Intel;?Windows12;1.59;4256.86
?HP;13.5;?Intel;?1;?16;?512;?SSD;?Intel;?Windows12;1.59;4256.86
?HP;13;?Intel;?1;?16;?512;?SSD;?Intel;?Windows12;1.59;4256.86
?HP;15.6;?AMD;?2.1;?16;?256;?SSD;?AMD;?Windows10;1.77;4256.86
?HP;14;?AMD;?2.1;?16;?256;?SSD;?AMD;?Windows10;1.77;4256.86
?HP;13.5;?AMD;?2.1;?16;?256;?SSD;?AMD;?Windows10;1.77;4256.86
?HP;11.6;Intel;?2.1;?4;?128;?SSD;Intel;?Windows10;1.22;4256.86
?HP;13.5;Intel;?2.1;?4;?128;?SSD;Intel;?Windows10;1.22;4256.86
?HP;14;Intel;?2.1;?4;?128;?SSD;Intel;?Windows10;1.22;4256.86
?HP;14;Intel;?1.6;?8;?256;?SSD;Intel;?Windows10;2.1;4256.86
?HP;13;Intel;?1.6;?8;?256;?SSD;Intel;?Windows10;2.1;4256.86
?HP;13.5;Intel;?1.6;?8;?256;?SSD;Intel;?Windows10;2.1;4256.86
?HP;15.6;Intel;?1.6;?8;?256;?SSD;Intel;?Windows10;2.1;4256.86
?HP;15.6;Intel;?3.6;?8;?256;?SSD;Intel;?Windows10;2.1;4256.86
?Lenovo;15.6;?AMD;?4;?16;?1000;?HybridDrive;?Nvidia;?Windows10Home;2.52;4565.79
Lenovo;15.6;Intel;?4;8;256;SSD;Nvidia;Windows10;2.15;3467.93
?Lenovo;15.6;?Intel;?1;?8;?256;?SSD;?Intel;?Windows10Home;3.13;2742.54
Lenovo;14;?Intel;?1.2;?4;?1000;HDD;?Intel;?Windows10Home;3.77;1819
?Lenovo;13;?Intel;?1.6;16;1000;Emmc;Allwinner;?Windows10;1.22;5346.47
SHOXLAB;15.6;?Intel;?1.6;?12;?256;?SSD;Nvidia;?Windows10;1.65;3089.42
?Microsoft;12;?Intel;?3.6;?8;?128;?SSD;?Intel;?Windows10S;1.41;2799
?Lenovo;14;?AMD;?3.6;?16;?256;?SSD ;?AMD;?Windows10;1.41;3330.61
Lenovo;14;?Intel;?4.2;?8;?512;?SSD;Intel;?Windows10Home;1.36;3787.96
?Lenovo;15.6;?Intel;?1;?4;?1000;?HDD;?Intel;?DOS;1.36;2300
?HP;14;?AMD;?2.3;?16;?128;?SSD;?AMD;?Windows10Home;2.18;2342.07
?Lenovo;14;?Intel;?2.4;?4;1000;HDD;?Intel;?Windows10;2.45;2548
?Oemgenuine;15.6;?Intel;?2.4;?16;?500;?SSD;?Intel;?Windows10Pro;1.7;5381.02
?Lenovo;15.6;?Intel;?1.6;?16;?512;?SSD;?Intel;?Windows10Pro;1.95;4981.1
?Lenovo;14;?Intel;?2.8;8;?512;?SSD;?Intel;?Windows10Pro;1.95;4881.1
?Oemgenuine;15.6;?Intel;?2.4;?8;?256;?SSD;?Intel;?Windows10Pro;1.95;4939.35
?Oemgenuine;14;?Intel;?2.4;?16;?256;?SSD;?Intel;?Windows10Pro;1.95;4959.35
?Lenovo;15.6;?AMD;?2;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4942.91
?Lenovo;13;?AMD;?1.8;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4842.91
?Lenovo;13.3;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4066.37
?Lenovo;14;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4166.37
?Lenovo;15.6;?AMD;?2.1;?16;?500;SSD;AMD;?Windows10Home;1.31;4077.37
?Lenovo;13.5;?Intel;?4.2;?16;?512;SSD;?Intel;?Windows10Home;1.36;3790.96
?Lenovo;15.6;?Intel;?4.2;?16;?512;SSD;?Intel;?Windows10Home;1.36;3800.96
?Lenovo;15.6;?Intel;?4.2;?16;?512;?SSD;?Intel;?Windows10Home;1.36;3780.96
?Lenovo;13;?Intel;?4.2;?16;?512;?SSD;?Intel;?Windows10Home;1.36;3797.96
?Lenovo;13;?Intel;?4.2;?16;?512;?SSD;?Intel;?Windows10Home;1.36;3117.96
?Lenovo;13.3;?AMD;?2.1;?16;?512;SSD;AMD;?Windows10Home;1.31;4060.37
?Lenovo;14;?AMD;?2.1;?8;?512;SSD;AMD;?Windows10Home;1.31;4136.37
?Lenovo;15.6;?AMD;?2.1;?8;?512;SSD;AMD;?Windows10Home;1.31;4087.37
?Lenovo;13.5;?Intel;?2.1;?8;?1000;SSD;?Intel;?Windows10;2.18;8169.54
?Lenovo;14;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3797.66
?Lenovo;13.5;?Intel;?4.2;?8;?512;SSD;?Intel;?Windows10Home;1.36;3791.16
?HP;14;?Intel;?2.1;?32;?1024;SSD;?Intel;?Windows10Home;1.59;4126.48
?HP;13.5;?Intel;?2.1;?32;?1024;SSD;?Intel;?Windows10Home;1.59;4126.48
?HP;15.6;?Intel;?2.1;?32;?1024;SSD;?Intel;?Windows10Home;1.59;4126.48
?HP;14;?Intel;?2.1;?32;?1024;SSD;?Intel;?Windows10Home;1.59;4126.48
?HP;15.6;?Intel;1.35;?8;?256;?SSD;?Intel;DOS;2.39;2619
?HP;14;?Intel;1.35;?8;?256;?SSD;?Intel;DOS;2.39;2619
?HP;13.5;?Intel;1.35;?8;?256;?SSD;?Intel;DOS;2.39;2619
?HP;15.6;?Intel;1.35;?8;?256;?SSD;?Intel;DOS;2.39;2619
?HP;15.6;?Intel;?2.4;?8;?256;?SSD;Nvidia;?Windows10Home;1.81;3657.31
?HP;17.6;?Intel;?2.4;?8;?256;?SSD;Nvidia;?Windows10Home;1.81;3657.31
?HP;14;?Intel;?2.4;?8;?256;?SSD;Nvidia;?Windows10Home;1.81;3657.31
?HP;13.5;?Intel;?2.4;?8;?256;?SSD;Nvidia;?Windows10Home;1.81;3657.31
?HP;14;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.47;3490.1
?HP;13;?Intel;?8;?8;?256;SSD;Nvidia;?Windows10;1.47;3495.4
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2525.05
?HP;15.6;?AMD;2.6;?16;?256;?SSD;Nvidia;?Windows11;1.47;2530.55
?HP;13.5;?AMD;2.6;?16;?256;?SSD;Nvidia;?Windows11;1.47;2510.05
?HP;14;?AMD;2.6;?16;?512;?SSD;Nvidia;?Windows11;1.47;2518.65
?HP;15.6;?Intel;1;?16;?512;?SSD;Intel;Windows10Home;1.91;3315
?HP;14;?Intel;1;?16;?512;?SSD;Intel;Windows10Home;1.91;3315
?HP;13.5;?Intel;1;?16;?512;?SSD;Intel;Windows10Home;1.91;3315
?HP;15.6;?Intel;2;?16;?512;?SSD;Intel;Windows10Home;1.91;3315
?HP;14;?Intel;1;?16;?256;?SSD;Intel;?Windows10;1.61;2856.38
?HP;15.6;?Intel;1;?16;?256;?SSD;Intel;?Windows10;1.61;2856.38
?HP;13.5;?Intel;1;?16;?256;?SSD;Intel;?Windows10;2.3;2856.38
?HP;17.3;?AMD;?2.1;?32;?256;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;15.6;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;14;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;13.5;?AMD;?2.1;?32;?1000;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;14;?AMD;2.6;?16;?1000;?SSD;Intel;?Windows11;1.47;2518.65
?HP;15.6;?Intel;1;?16;?1000;?SSD;Intel;Windows10Home;1.47;3315
?HP;14;?Intel;1;?16;?512;?SSD;Intel;Windows10Home;1.47;3315
?HP;13.5;?Intel;1;?16;?1000;?SSD;Nvidia;Windows10Home;1.47;3315
?HP;15.6;?Intel;2;?16;?512;?SSD;Nvidia;Windows10Home;1.47;3315
?HP;14;?Intel;1;?16;?256;?SSD;Intel;?Windows10;1.47;2856.38
?HP;15.6;?Intel;1;?16;?256;?SSD;Intel;?Windows10;1.47;2856.38
?HP;13.5;?Intel;1;?16;?256;?SSD;Intel;?Windows10;1.47;2856.38
?HP;17.3;?AMD;?2.1;?32;?256;?SSD;?AMD;?Windows11;1.47;4256.86
?HP;15.6;?AMD;?2.1;?32;?512;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;14;?AMD;?2.1;?32;?512;?SSD;?AMD;?Windows11;1.47;4256.86
?HP;13.5;?AMD;?2.1;?32;?512;?SSD;?AMD;?Windows11;2.3;4256.86
?HP;14;?AMD;?2.6;?16;?512;?SSD;?AMD;?Windows10;2.3;3657.31
?HP;15.6;?AMD;?2.6;?16;?512;?SSD;?AMD;?Windows10;2.3;3657.31
?HP;13;?AMD;?2.6;?16;?512;?SSD;?AMD;?Windows10;2.3;3657.31
?HP;13.5;?AMD;?2.6;?16;?512;?SSD;?AMD;?Windows10;1.47;3657.31
?HP;13.5;?Intel;1;?16;?512;?SSD;Intel;?Windows10;1.47;2856.38
?HP;17.3;?AMD;?2.1;?32;?512;?SSD;?AMD;?Windows11;1.47;4256.86
?HP;13.5;?AMD;?2.1;?32;?512;?SSD;?AMD;?Windows11;1.36;4256.86
?HP;14;?AMD;?2.6;?16;?256;?SSD;?AMD;?Windows10;1.36;3657.31
?HP;15.6;?AMD;?2.6;?16;?256;?SSD;?AMD;?Windows10;1.36;3657.31
?HP;13;?AMD;?2.6;?16;?256;?SSD;?AMD;?Windows10;1.36;3657.31
?HP;13.5;?AMD;?2.6;?16;?256;?SSD;?AMD;?Windows10;1.36;3657.31
?HP;14;?AMD;?1.6;?4;?1000;HybridDrive;Nvidia;DOS;2.46;2599
?HP;14;?Intel;?1.6;?8;?256;?SSD;?Intel;?Windows10Home;1.41;3045.16
?HP;12;?Intel;?3.6;?8;?128;?SSD;?Intel;?Windows10S;1.97;2799
?HP;14;?AMD;?1.1;?16;?256;?SSD;?AMD;?Windows10;1.65;3330.61
?HP;14;?Intel;?4.2;?8;?512;?SSD;Intel;?Windows10Home;1.36;3787.96
?HP;15.6;?Intel;?1;?4;?1000;HDD;?Intel;?DOS;1;2300
?HP;14;?Intel;?3.6;?4;?1000;HDD;?Intel;?Windows10Home;2.18;2257.57
?HP;15.6;?Intel;?1.1;?4;?1000;HDD;?Intel;?DOS;2.7;1300
?HP;14;?Intel;?4.2;?4;?1000;HDD;nan;?Windows10;2.45;2548
?HP;14;?Intel;?2.3;?8;?512;??SSD;?Intel;?Windows10Home;1.5;2645.9
?HP;15.6;?Intel;?2.4;?16;?500;?SSD;?Intel;?Windows10Pro;1.7;5381.02
?HP;15.6;?AMD;?2;?16;?1000;?SSD;?Intel;?Windows10Pro;1.7;5328.39
?HP;15.6;?Intel;?2.8;?8;?512;?SSD;?Intel;DOS;1.7;5000
?HP;15.6;?Intel;?1.6;?32;?1000;?SSD;?Intel;?Windows10Pro;1.95;5809.71
?HP;14;?Intel;?2.4;?32;?1000;?SSD;?Intel;?Windows10Pro;1.95;5909.71
?HP;15.6;?Intel;?1.6;?16;?512;?SSD;?Intel;?Windows10Pro;1.68;4981.1
?Lenovo;15.6;?Intel;?2.4;?8;?256;?SSD;?Intel;?Windows10Pro;1.7;4939.35
?Microsoft;13;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;9.03;6211.22
?Microsoft;13;?Intel;?1.8;?32;?512;?SSD;?Intel;?Windows10Pro;9.03;6311.22
?Microsoft;15.6;?AMD;?2;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4942.91
?Microsoft;13;?AMD;?1.8;?16;?256;?SSD;?AMD;?Windows10Pro;1.7;4842.91
?HP;14;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;1.7;6222.22
?HP;15.6;?Intel;?1.8;?16;?512;?SSD;?Intel;?Windows10Pro;9.03;6411.22
?HP;15.6;?AMD;?2;?16;?256;?SSD;?AMD;?Windows10Pro;1.81;4442.91
?HP;13;?AMD;?1.8;?16;?256;?SSD;?AMD;?Windows10Pro;1.7;4842.91
